L_space_fillings,name,finite_fillings,longitude,non_L_space_fillings,id
"[(5, -2), (4, -3), (2, -3), (2, -1), (-1, -1), (5, -1), (-1, -3), (4, -1), (-2, -3), (3, -2), (-1, -2), (1, -3), (1, 0), (1, -2), (3, -1)]",v3259,"[(1, 0)]","(23, 9)","[(-3, -2), (3, 1), (-2, -1), (4, 1)]",4334
"[(0, -1), (-5, -1), (-3, -2), (-2, -1), (-2, -3), (-1, -3), (-5, -2), (-1, -2), (-4, -3), (-3, -1), (-4, -1)]",v3260,"[(0, -1)]","(17, -15)","[(-2, 1), (1, -1), (-3, 1), (-4, 1), (1, -3), (1, -2), (-3, 2)]",4335
"[(1, 0)]",v3261,"[(1, 0)]","(4, 1)","[(-3, -2), (1, -2), (2, -1), (-1, -2), (-3, -1), (-1, -3), (-5, -2), (-2, -1), (0, -1), (1, -1)]",4336
"[(2, -3), (1, -2), (2, -1), (-1, -2), (3, -1), (-1, -4), (-1, -3), (3, -2), (1, -4), (-1, -1), (1, -3), (1, 0), (1, -1), (4, -1), (-2, -3)]",v3262,"[(1, 0)]","(3, 1)","[(-3, -2), (-2, -1), (4, 1)]",4337
[],v3263,[],"(5, -4)","[(-5, 1), (-4, -1), (-3, -1), (-6, -1), (-4, 1), (-5, -2), (-2, -1), (-5, -1)]",4338
"[(-3, -4), (-4, -1), (-1, -2), (-3, -1), (-1, -4), (-1, -3), (-2, -3), (-5, -1), (-2, -1), (-4, -3), (-3, -2), (-1, 0)]",v3264,"[(-1, 0)]","(4, -7)","[(-3, 1), (-2, 3), (-2, 1), (-1, 1), (-4, 1), (1, -3), (1, -2), (-3, 2)]",4339
"[(-4, -1), (-5, 2), (-4, 3), (-3, 1), (-2, -3), (-4, 1), (-1, -3), (-3, 2), (-3, -2), (-3, -1), (-1, 0)]",v3265,"[(-1, 0)]","(6, -19)","[(-1, 3), (-2, 3), (-1, 2), (1, -4), (-3, 4)]",4340
"[(3, -2), (2, -3), (2, -1), (1, -2), (1, -1), (-1, -4), (-1, -3), (3, -1), (-1, -2), (1, -3), (1, 0), (4, -1)]",v3266,"[(1, 0)]","(8, 9)","[(3, 2), (2, 1), (3, 1), (-3, -4), (-2, -3), (4, 3), (4, 1), (1, 1)]",4341
"[(2, -3), (-4, -1), (-1, -4), (-2, -3), (-1, -3), (1, -4), (-1, -2), (1, -3), (1, -2), (0, -1)]",v3267,"[(0, -1)]","(18, -5)","[(3, -2), (2, -1), (3, -1), (-4, 1)]",4342
"[(4, -3), (3, 2), (3, 1), (2, -1), (2, -3), (3, -1), (4, -1), (2, 1), (3, -2), (1, -4), (0, -1), (1, -3), (1, 0), (1, -2), (1, 1), (3, -4)]",v3268,"[(0, -1), (1, 0)]","(13, 28)","[(1, 2), (-1, -4), (2, 3), (-1, -3)]",4343
"[(-3, -4), (-1, -4), (-4, -3), (1, -2), (2, -1), (3, -1), (-2, -3), (-1, -3), (0, -1), (1, -3), (1, -1), (-3, -2)]",v3269,"[(0, -1)]","(4, 1)","[(-3, -1)]",4344
"[(4, -3), (0, -1), (-1, -2), (2, -3), (3, -2), (-1, -3), (3, -4), (3, -1), (1, -4), (1, -3), (1, 0), (4, -1)]",v3270,"[(0, -1), (1, 0)]","(69, 49)","[(3, 2), (-2, -3), (3, 1), (-1, -1), (4, 1), (2, 1)]",4345
"[(4, -3), (3, 2), (1, -2), (3, 1), (2, -3), (3, -2), (3, -1), (1, -4), (1, -3), (1, 0), (4, 1), (4, -1), (3, -4)]",v3271,"[(1, 0)]","(2, 17)","[(1, 2), (1, 3), (2, 3)]",4346
"[(1, 0)]",v3272,"[(1, 0)]","(0, 1)","[(2, -1)]",4347
"[(2, -3), (1, -2), (2, -1), (3, -2), (3, -1), (1, -1), (1, 0), (4, -1)]",v3273,"[(1, 0)]","(1, 1)",[],4348
"[(-4, -1), (-3, -1), (-1, -1), (-1, -3), (-2, -1), (-1, -2), (-3, -2)]",v3274,[],"(16, -21)","[(-1, 1), (-5, 1), (-3, 2), (2, -3), (-2, 1), (-3, 1), (-4, 1), (-4, 3), (1, -4), (1, -3), (-5, 2), (1, -2), (3, -4)]",4349
"[(2, -3), (-4, -1), (-3, -1), (1, -2), (-1, -2), (-3, -2), (-1, -3), (-2, -3), (-5, -1), (-2, -1), (-4, -3), (1, -3), (1, -1), (-5, -2), (-1, 0)]",v3275,"[(-1, 0)]","(41, -15)","[(-5, 1), (-3, 1), (2, -1), (3, -2), (-4, 1)]",4350
"[(-1, -1), (-5, -2), (-2, -1), (-4, -3), (-3, -1), (-3, -2), (-5, -3)]",v3276,"[(-1, -1)]","(4, -15)","[(-2, 3), (-2, 1), (-1, -4), (-1, 3), (-1, 2), (-3, -4), (-1, -3), (-1, -2), (-3, 1), (-3, 2), (-2, -3)]",4351
"[(-4, -1), (-3, -2), (-1, -2), (-2, -1), (-2, -3), (-1, -3), (-1, -1), (-3, -1), (-1, 0)]",v3277,"[(-1, 0)]","(26, -27)","[(2, -3), (-5, 1), (-2, 1), (-3, 1), (-4, 1), (-4, 3), (1, -3), (-5, 2), (1, -2), (-3, 2)]",4352
"[(5, -1), (5, -2), (2, -3), (-1, -2), (-1, -1), (-2, -3), (-1, -3), (3, -1), (3, -2), (1, -3), (1, 0), (1, -2), (4, -1)]",v3278,"[(1, 0)]","(52, 7)","[(-4, -1), (-3, -1), (-3, -2), (-5, -1), (-2, -1)]",4353
"[(2, -3), (-4, -1), (-3, -1), (-1, -1), (-3, -4), (-1, -4), (-2, -3), (-2, -1), (-4, -3), (1, -3), (1, -2), (-3, -2), (-1, -3)]",v3279,"[(-1, -1)]","(86, -11)","[(2, -1), (3, -1), (3, -2)]",4354
"[(2, -3), (-4, -1), (-3, -2), (-1, -2), (-1, -3), (-2, -3), (1, -4), (-2, -1), (1, -3), (1, -2), (-3, -1), (-1, 0)]",v3280,"[(-1, 0)]","(2, -1)","[(4, -3), (-5, 1), (3, -2), (-3, 1), (-4, 1), (-5, 2)]",4355
"[(-3, 1), (-1, 0)]",v3281,"[(-1, 0)]","(61, -67)",[],4356
"[(3, -1), (3, 1), (2, -1), (3, 2), (3, -2), (4, 3), (2, -3), (1, -3), (1, 0), (4, 1), (0, -1)]",v3282,"[(1, 0), (0, -1)]","(13, 16)","[(-3, -4), (-1, -4), (-1, -3), (-2, -3)]",4357
"[(-1, 1), (-3, -2), (-2, 1), (-2, -1), (-4, 3), (-1, -2), (-3, 1), (-2, -3), (-4, 1), (-1, -3), (-1, -1), (-3, -1), (-3, 2)]",v3283,"[(-1, 1)]","(25, -33)","[(3, -4), (2, -3), (1, -4), (1, -3), (1, -2)]",4358
"[(4, -3), (3, -2), (2, -3), (1, -3), (2, -1), (3, -1), (1, -2), (3, -4), (1, -4), (0, -1), (1, 0), (4, -1)]",v3284,"[(0, -1), (1, 0)]","(23, 9)","[(-3, -2), (-2, -1), (-1, -1), (-2, -3), (-1, -2)]",4359
"[(0, -1), (2, -1), (2, -3), (3, -1), (4, -1), (3, -2), (1, -4), (1, -3)]",v3285,"[(0, -1)]","(25, 26)","[(3, 2), (3, 1), (-1, -3), (-2, -3), (-1, -2), (4, 1), (1, 1), (2, 1)]",4360
"[(-1, 0), (-3, 2), (-4, 3), (-3, 1), (-4, 1), (0, -1)]",v3286,"[(-1, 0), (0, -1)]","(15, -23)","[(-2, 3), (1, -4), (1, -3), (-3, 4), (1, -2)]",4361
"[(2, -3), (-1, 0), (-1, -4), (-4, -3), (2, -1), (3, -2), (-3, -1), (-2, -3), (-1, -3), (-5, -1), (1, -3), (1, -2), (-4, -1)]",v3287,"[(-1, 0)]","(86, -11)","[(3, -1), (4, -1)]",4362
"[(-4, -1), (-1, -2), (-2, -3), (-1, -4), (-1, -3), (-2, -1), (-3, -2)]",v3288,[],"(1, -1)","[(2, -3), (-2, 1), (-4, 1), (1, -4), (1, -2), (-3, 2)]",4363
"[(5, -1), (5, -2), (2, -3), (1, -1), (2, -1), (3, -2), (1, -2), (3, -1), (4, -3), (1, -3), (1, 0), (4, -1)]",v3289,"[(1, 0)]","(37, 19)","[(3, 1), (-3, -2), (-2, -3), (-1, -3), (-1, -2), (4, 1), (2, 1)]",4364
"[(4, -3), (3, -2), (2, -3), (1, -3), (2, -1), (3, -1), (-1, -4), (-2, -3), (3, -4), (-1, -3), (1, -4), (-1, -2), (0, -1), (4, -1)]",v3290,"[(0, -1)]","(72, 5)","[(-4, -1), (-3, -1), (-2, -1), (-3, -2)]",4365
"[(2, -3), (1, -2), (2, -1), (-3, -4), (3, -1), (-1, -4), (-2, -3), (3, -2), (1, -4), (1, -3), (1, 0), (4, -1), (-1, -3)]",v3291,"[(1, 0)]","(73, 20)","[(-3, -2), (-3, -1), (-2, -1), (-4, -3), (4, 1)]",4366
[],v3293,[],"(1, 0)","[(5, -1), (3, -2), (2, -3), (-5, -1), (-4, -1), (-3, -1), (1, -1), (2, -1), (3, -1), (-3, -2), (-1, -3), (-2, -3), (-5, -2), (-2, -1), (-4, -3), (1, -3), (1, -2), (4, -1)]",4367
"[(-2, 1), (-4, -1), (-3, -1), (-1, -2), (-4, 3), (-3, 1), (-4, 1), (-1, -3), (-2, -1), (-3, -2), (-5, 2), (-3, 2), (-1, 0)]",v3295,"[(-1, 0)]","(32, -47)","[(1, -2), (2, -3), (1, -4), (1, -3), (-3, 4)]",4368
"[(-4, 1), (2, -3), (-3, 1), (0, -1), (3, -4), (-5, 2)]",v3296,"[(0, -1)]","(106, -75)","[(4, -3), (-3, 2)]",4369
[],v3297,[],"(5, -7)","[(-4, 1), (-2, 1), (-5, 1), (-4, -1), (-3, -1), (-1, 1), (-1, -3), (-3, 1), (-3, 2), (-2, -3), (-5, -1), (2, -3), (1, -3), (1, -2), (-3, -2)]",4370
"[(2, -3), (2, -1), (3, -1), (3, -2), (0, -1), (1, 0), (4, -1)]",v3298,"[(0, -1), (1, 0)]","(11, 3)","[(-3, -2), (-3, -1), (-2, -1), (-4, -3), (4, 1)]",4371
"[(5, -1), (4, -3), (2, -3), (-4, -1), (-3, -1), (2, -1), (5, -2), (-2, -1), (-2, -3), (4, -1), (-3, -2), (3, -2), (-1, -3), (-5, -1), (-1, -2), (1, -3), (1, 0), (1, -2), (3, -1)]",v3299,"[(1, 0)]","(59, 2)",[],4372
"[(-1, -4), (-1, -1), (-2, -3), (-1, -3), (-1, -2), (0, -1), (4, -1)]",v3300,"[(0, -1)]","(8, 1)","[(-4, -1), (-3, -1), (-2, -1), (-3, -2)]",4373
"[(0, -1), (-3, -4), (-4, -1), (-3, -1), (1, -1), (2, -3), (-2, -3), (-1, -4), (-2, -1), (-4, -3), (1, -3), (1, -2), (-3, -2), (-1, 0)]",v3301,"[(0, -1), (-1, 0)]","(84, -29)","[(-3, 1), (2, -1), (3, -2)]",4374
"[(-3, -4), (-4, -3), (-2, -3), (-1, -4), (-1, -3), (-1, -2)]",v3302,[],"(24, -17)","[(-4, 1), (2, -3), (-3, 2), (1, -3), (1, -2)]",4375
"[(1, 0)]",v3303,"[(1, 0)]","(54, 83)",[],4376
"[(1, 0)]",v3304,"[(1, 0)]","(7, 1)","[(5, -1), (2, -3), (-5, -1), (-4, -1), (-3, -1), (2, -1), (3, -1), (-3, -2), (3, -2), (-5, -2), (-2, -1), (4, -1)]",4377
[],v3305,[],"(5, -3)","[(-2, 1), (-5, 1), (-4, -1), (-6, 1), (-3, -2), (1, -2), (-1, -2), (-1, -1), (3, -2), (-3, 1), (-1, -3), (-6, -1), (-4, 1), (-2, -3), (-5, -1), (-2, -1), (1, -3), (1, -1), (-3, -1), (2, -3)]",4378
"[(3, -2), (-3, -4), (-1, -4), (-1, -1), (3, -1), (-3, -2), (-1, -3), (-2, -3), (-2, -1), (-4, -3), (1, 0), (4, -1)]",v3306,"[(-1, -1), (1, 0)]","(56, 13)","[(-4, -1), (-3, -1)]",4379
"[(-1, 1), (-4, 1), (-3, -2), (-3, -1), (-3, 1), (-1, -3), (-3, 2), (-2, -3), (-4, 3)]",v3307,"[(-1, 1)]","(18, -89)","[(-1, 3), (-1, 2), (-1, 4), (-2, 3), (-3, 4)]",4380
"[(-1, 0)]",v3308,"[(-1, 0)]","(1, -7)","[(-1, 1), (-4, -1), (-3, 1), (-2, 3), (-1, 2), (-2, -1), (-2, -3), (-1, 3), (-4, 3), (-4, 1), (-1, -3), (-1, -2), (0, -1), (-5, 2), (-3, -1), (-3, -2), (-3, 2)]",4381
"[(-3, -1), (2, -1), (3, -1), (-5, -2), (-2, -1), (1, 0)]",v3309,"[(1, 0)]","(114, 13)","[(-5, -1), (-4, -1)]",4382
"[(1, 0)]",v3310,"[(1, 0)]","(9, 1)","[(5, -1), (-8, -1), (-7, -1), (-4, -1), (-3, -1), (2, -1), (-2, -1), (3, -1), (6, -1), (-6, -1), (-5, -1), (-1, -1), (0, -1), (1, -1), (4, -1)]",4383
"[(-1, 0)]",v3311,"[(-1, 0)]","(35, -92)",[],4384
"[(0, -1), (-1, -2), (-2, -3), (-1, -4), (-1, -3), (1, -4), (-1, -1), (1, -3), (1, 0), (4, -1)]",v3312,"[(0, -1), (1, 0)]","(42, 17)","[(-3, -2), (-2, -1), (3, 1), (4, 1)]",4385
"[(4, -3), (3, -2), (2, -3), (-1, -2), (3, -1), (-2, -3), (3, -4), (-1, -3), (1, -4), (1, -3), (4, -1), (0, -1)]",v3313,"[(0, -1)]","(3, 1)","[(-3, -2), (-2, -1)]",4386
"[(-4, -1), (-1, -4), (-3, -1), (-1, -2), (-2, -1), (2, -3), (-1, -3), (-2, -3), (1, -4), (-1, -1), (1, -3), (1, -2), (-3, -2), (-1, 0)]",v3314,"[(-1, 0)]","(29, -21)","[(4, -3), (-2, 1), (-3, 1), (-4, 1), (-3, 2)]",4387
"[(-1, 0), (-3, -2), (-2, -3), (-3, -1), (-2, -1), (-4, -1)]",v3315,"[(-1, 0)]","(10, -3)","[(4, -3), (3, -2), (2, -1), (-4, 1), (3, -1)]",4388
"[(1, 0), (1, -2)]",v3316,"[(1, 0)]","(99, 29)",[],4389
"[(-3, -4), (-3, -1), (-1, 0), (-1, -4), (-4, -3), (1, -1), (-1, -3), (-2, -3), (1, -3), (1, -2), (-3, -2), (-4, -1)]",v3317,"[(-1, 0)]","(36, -17)","[(3, -2), (2, -1), (-3, 1)]",4390
"[(0, -1), (2, -3), (1, -2), (1, -4), (1, -3), (1, -1)]",v3318,"[(0, -1)]","(4, 1)","[(-1, -2), (-1, -1)]",4391
"[(1, 0)]",v3320,"[(1, 0)]","(4, 1)","[(1, -3), (-3, -2), (-1, -2), (2, -1), (-1, -1), (3, -1), (-3, -1), (-1, -3), (3, -2), (1, -1), (-2, -1), (1, -2)]",4392
"[(3, -1), (2, -3), (-1, -4), (1, -2), (2, -1), (3, -2), (-1, -3), (1, -3), (-2, -3), (1, -4), (0, -1), (1, 0), (4, -1)]",v3321,"[(0, -1), (1, 0)]","(53, 14)","[(-3, -1), (-3, -2), (-2, -1), (4, 1)]",4393
"[(1, 0), (2, 1), (-2, -3)]",v3322,"[(1, 0)]","(95, 99)","[(3, 2), (-3, -4)]",4394
"[(-1, 0), (-1, -2)]",v3323,"[(-1, 0)]","(53, -13)",[],4395
"[(1, -3), (2, -3), (-4, -1), (-3, -1), (-2, -1), (-1, -2), (-1, -3), (-2, -3), (1, -4), (-1, -1), (0, -1), (1, -2), (-3, -2), (3, -4), (-1, 0)]",v3324,"[(0, -1), (-1, 0)]","(7, -4)","[(4, -3), (-2, 1), (3, -2), (-3, 1), (-4, 1)]",4396
"[(-3, -4), (-1, -4), (-2, -3), (-1, -3)]",v3325,[],"(13, -8)","[(3, -2), (-4, -1), (-3, -1), (-2, -1), (2, -3), (-3, 1), (-4, 1), (-2, 1), (-4, -3), (1, -3), (-3, -2)]",4397
"[(-3, -2), (1, 0), (-2, -1)]",v3326,"[(1, 0)]","(121, 37)","[(-3, -1), (4, 1)]",4398
"[(-1, 0), (-3, -2), (-2, -3), (-6, -1), (1, -2), (1, -1), (-3, -1), (-5, -2), (-2, -1), (1, -3), (-5, -1), (-1, -1), (-1, -3), (-4, -1), (-1, -2), (0, -1)]",v3327,"[(-1, 0)]","(10, -1)",[],4399
"[(1, 0)]",v3328,"[(1, 0)]","(2, 1)","[(3, 1), (4, 1), (-1, -2), (1, -2), (-1, -1), (1, -1)]",4400
"[(-4, -1), (-1, -2), (-3, -1), (-5, -1), (-2, -1), (1, -3), (-1, 0)]",v3329,"[(-1, 0)]","(14, -1)",[],4401
[],v3330,[],"(30, 103)",[],4402
"[(4, -3), (2, -1), (1, -1), (3, -2), (3, -1)]",v3331,"[(1, -1)]","(4, 9)","[(1, 2), (2, -3), (3, 1), (3, 2), (2, 1), (-1, -3), (2, 3), (1, -3), (1, -2)]",4403
"[(-1, 0), (-1, -1)]",v3332,"[(-1, 0)]","(26, -9)",[],4404
[],v3333,[],"(7, 4)","[(2, 1), (-1, -1), (0, -1)]",4405
"[(1, 0), (1, -1)]",v3334,"[(1, 0)]","(48, 17)",[],4406
"[(5, -1), (5, -2), (2, -3), (-4, -1), (-3, -1), (-1, -1), (-1, -2), (3, -1), (-3, -2), (3, -2), (-1, -3), (-5, -1), (-2, -1), (1, -3), (1, -2), (4, -1), (-1, 0)]",v3335,"[(-1, 0)]","(42, -1)",[],4407
"[(3, -1), (2, -3), (2, -1), (3, -2), (1, 0), (4, -1)]",v3337,"[(1, 0)]","(1, 1)",[],4408
"[(1, 0)]",v3338,"[(1, 0)]","(0, 1)","[(2, -1), (1, 1), (2, 1)]",4409
"[(-4, -1), (-1, -4), (-3, -2), (-2, -1), (2, -3), (-3, -1), (-2, -3), (-1, -3), (1, -4), (-1, -2), (1, -3), (3, -4), (1, -2)]",v3339,[],"(35, -24)","[(4, -3), (-2, 1), (-3, 1), (-4, 1), (-3, 2)]",4410
"[(5, -2), (5, -1), (2, -3), (1, -1), (2, -1), (3, -1), (3, -2), (1, -3), (1, 0), (1, -2), (4, -1)]",v3340,"[(1, 0)]","(28, 17)","[(3, 1), (4, 1), (-3, -2), (2, 1), (-1, -3), (5, 1), (-2, -3)]",4411
"[(-4, -1), (-3, -1), (-3, -2), (-2, -1), (0, -1), (1, 0)]",v3341,"[(0, -1), (1, 0)]","(58, 1)",[],4412
"[(2, -3), (1, -2)]",v3342,[],"(22, 1)","[(2, -1), (3, -2), (3, -1), (4, -1)]",4413
"[(-3, -4), (-1, -1), (-1, -3), (-1, -4), (-2, -3), (-1, -2), (1, 0)]",v3343,"[(-1, -1), (1, 0)]","(112, 51)","[(-3, -2), (-2, -1), (-4, -3)]",4414
"[(-2, 1), (-4, -1), (-2, -1), (-4, 3), (-3, 1), (-2, -3), (-4, 1), (-1, -3), (-1, -2), (-3, -2), (-3, -1), (-3, 2), (-1, 0)]",v3344,"[(-1, 0)]","(19, -55)","[(-2, 3), (-1, 2), (1, -4), (1, -3), (-3, 4)]",4415
"[(-4, -1), (-3, -2), (-2, -1), (-1, -3), (-2, -3), (1, -4), (-1, -2), (1, -3), (1, -2), (-3, -1), (-1, 0)]",v3345,"[(-1, 0)]","(20, -19)","[(2, -3), (-5, 1), (-2, 1), (-3, 1), (-4, 3), (-4, 1), (-3, 2)]",4416
[],v3346,[],"(4, -3)","[(-2, 1), (-5, 1), (-3, -1), (-4, -1), (-6, 1), (-3, -2), (1, -2), (-1, -2), (-1, -3), (-3, 1), (-6, -1), (-4, 1), (-2, -3), (-5, -1), (-2, -1), (0, -1), (1, -1), (-5, -2), (-3, 2)]",4417
"[(-1, 0)]",v3347,"[(-1, 0)]","(3, -7)","[(-1, 1), (-1, -2), (-2, 1), (-2, -3), (-2, -1), (-3, -2)]",4418
"[(-3, -4), (-4, -1), (-3, -2), (-2, -3), (-1, -4), (-2, -1), (-4, -3), (-3, -1), (-1, 0)]",v3348,"[(-1, 0)]","(12, -17)","[(-4, 1), (-3, 1), (2, -3), (-2, 1), (-3, 2), (1, -4), (1, -3)]",4419
"[(4, -3), (3, -2), (2, -1), (4, -1)]",v3349,[],"(3, 11)","[(1, 2), (2, -3), (1, -4), (3, 2), (2, 3), (2, 1), (1, -2), (3, -4)]",4420
"[(0, -1), (2, -3), (-4, -1), (-3, -2), (-1, -1), (-2, -1), (-1, -3), (-2, -3), (1, -4), (-1, -2), (1, -3), (1, -2), (-3, -1), (3, -4), (-1, 0)]",v3350,"[(0, -1), (-1, 0)]","(32, -29)","[(-3, 2), (-2, 1), (-3, 1), (-4, 1), (-4, 3)]",4421
[],v3351,[],"(1, 0)","[(5, -1), (3, -1), (-4, -1), (2, -1), (-2, -1), (-3, -1), (-1, -3), (-6, -1), (-2, -3), (-5, -1), (1, -1), (4, -1)]",4422
"[(3, 1), (4, 1), (2, 1), (5, 1), (1, 0)]",v3352,"[(1, 0)]","(1, 4)","[(1, 2), (1, -1)]",4423
"[(-1, 0)]",v3353,"[(-1, 0)]","(3, -5)","[(-1, 1), (-4, -1), (-3, -1), (-1, -2), (-2, 1), (-1, -3), (-2, -1), (0, -1), (1, -2), (-3, -2), (-3, 2)]",4424
"[(-4, -1), (-3, -1), (-3, -2), (-5, -1), (-2, -1), (-4, -3), (1, 0), (4, -1)]",v3354,"[(1, 0)]","(112, 1)",[],4425
"[(-2, 1), (-1, 0), (-1, -4), (-1, -3), (-3, 1), (-3, 2)]",v3355,"[(-1, 0)]","(29, -78)","[(-2, 3), (-1, 2), (1, -3)]",4426
"[(1, 0)]",v3356,"[(1, 0)]","(24, 1)","[(5, -2), (5, -1), (2, -3), (-4, -1), (-3, -1), (-1, -2), (2, -1), (-1, -1), (3, -1), (6, -1), (-3, -2), (-1, -3), (3, -2), (-5, -1), (-2, -1), (1, -3), (1, -2), (4, -1)]",4427
"[(-3, 1), (-1, 0), (0, -1)]",v3357,"[(-1, 0), (0, -1)]","(89, -80)","[(-3, 2)]",4428
"[(2, -3), (1, -2), (2, -1), (3, -2), (1, -1), (3, -1), (1, -4), (1, -3), (1, 0), (4, -1)]",v3358,"[(1, 0)]","(11, 27)","[(1, 2), (3, 1), (1, 1), (3, 2), (-1, -4), (2, 1), (2, 3), (4, 1), (-1, -3)]",4429
"[(-5, -2), (-4, -1), (-3, -2), (-1, -2), (-2, -1), (-2, -3), (-1, -3), (-5, -1), (-1, -1), (-4, -3), (-3, -1), (-1, 0)]",v3359,"[(-1, 0)]","(32, -23)","[(2, -3), (-3, 1), (1, -3), (1, -2), (-3, 2)]",4430
[],v3361,[],"(1, -15)","[(-2, 1), (-5, 1), (-4, -1), (-3, 1), (-2, 3), (-1, -1), (-1, 2), (-2, -1), (-3, -2), (-1, 3), (-4, 3), (-4, 1), (-1, -3), (-5, -1), (-1, -2), (-3, 2), (-5, 2), (-3, -1), (-2, -3)]",4431
"[(5, -1), (5, -2), (2, -3), (-1, -2), (2, -1), (3, -1), (1, -2), (-2, -3), (3, -2), (-1, -3), (-1, -1), (1, -3), (1, 0), (1, -1), (4, -1)]",v3362,"[(1, 0)]","(40, 7)","[(-4, -1), (-3, -1), (-2, -1), (-3, -2), (-5, -1)]",4432
"[(-1, 0)]",v3363,"[(-1, 0)]","(18, -11)","[(-3, 1), (-4, 1)]",4433
"[(-3, 1), (-1, 0), (-4, 1)]",v3364,"[(-1, 0)]","(58, -67)","[(-3, 2)]",4434
"[(-1, 0)]",v3365,"[(-1, 0)]","(7, -8)","[(-1, 1), (-5, 1), (-4, -1), (-3, -2), (2, -3), (-2, -1), (-2, 1), (-1, -3), (-3, 1), (-4, 1), (-2, -3), (-5, -1), (-1, -2), (1, -3), (1, -2), (-3, -1), (-3, 2)]",4435
"[(-3, -2), (1, 0), (0, -1), (-2, -1)]",v3366,"[(1, 0), (0, -1)]","(124, 23)","[(-3, -1)]",4436
"[(-2, 1), (-1, 0)]",v3367,"[(-1, 0)]","(11, -18)","[(-1, 1)]",4437
"[(0, -1), (1, 0)]",v3368,"[(0, -1), (1, 0)]","(48, 29)","[(3, 1)]",4438
"[(1, 2), (2, -3), (2, -1), (3, -2), (1, 0), (1, -2)]",v3369,"[(1, 0)]","(4, 97)","[(1, 3), (1, 4), (1, -3)]",4439
"[(3, -2), (1, 0), (2, -1), (4, -1), (3, -1)]",v3370,"[(1, 0)]","(83, 40)",[],4440
"[(5, -2), (5, -1), (-2, -1), (-1, -2), (-1, -3), (-3, -2), (3, -1), (-2, -3), (-1, -1), (1, 0), (4, -1)]",v3371,"[(1, 0)]","(109, 14)","[(-4, -1), (-3, -1)]",4441
"[(0, -1), (-4, -1), (-1, -4), (-3, -1), (-1, -2), (-2, -1), (-1, -3), (-2, -3), (-1, -1), (-3, -2), (-1, 0)]",v3372,"[(0, -1), (-1, 0)]","(19, -7)","[(2, -1), (1, -2), (1, -1)]",4442
"[(2, -3), (-4, -1), (-3, -1), (-3, -2), (-2, -3), (-1, -3), (1, -4), (1, -3), (1, -2), (-1, 0)]",v3373,"[(-1, 0)]","(61, -17)","[(5, -2), (4, -3), (-5, 1), (2, -1), (3, -2), (-4, 1), (3, -1)]",4443
[],v3374,[],"(5, -3)","[(2, -3), (-5, 1), (-4, -1), (-4, -3), (-2, 1), (3, -2), (-3, 1), (-4, 1), (-5, -2), (1, -3), (-5, -1), (1, -1), (-3, -1)]",4444
"[(-1, 0)]",v3375,"[(-1, 0)]","(7, -12)","[(-4, 1), (-2, 1), (-5, 1), (-2, -1), (-1, 1), (-2, -3), (-3, 1), (-1, -3), (0, -1), (-5, 2), (-3, -1)]",4445
"[(2, -1), (3, -1), (1, 0), (4, -1)]",v3377,"[(1, 0)]","(1, 1)",[],4446
"[(-1, 0)]",v3378,"[(-1, 0)]","(1, -4)","[(-2, 1), (-2, -1), (-1, -2)]",4447
[],v3381,[],"(1, 0)",[],4448
"[(-3, -2), (-1, -2), (-1, -1), (-2, -3), (-2, -1), (0, -1), (1, -2), (1, -1), (-1, -3)]",v3382,[],"(1, 0)",[],4449
"[(1, -3), (0, -1)]",v3386,"[(0, -1)]","(11, 5)","[(-1, -1), (3, 1)]",4450
"[(0, -1), (2, -3), (2, -1), (-1, -1), (-1, -2), (3, -1), (-1, -4), (-2, -3), (3, -2), (1, -4), (1, -3), (1, -2), (4, -1), (-1, -3)]",v3387,"[(0, -1)]","(17, 6)","[(-3, -2), (3, 1), (-2, -1), (4, 1)]",4451
"[(0, -1), (1, 0)]",v3388,"[(0, -1), (1, 0)]","(81, 100)",[],4452
"[(3, 2), (1, 0)]",v3389,"[(1, 0)]","(42, 83)",[],4453
"[(-3, -4), (-1, -2), (2, -1), (2, -3), (3, -2), (-1, -1), (-1, -3), (3, -1), (1, -2), (1, -3), (1, -1), (-2, -3)]",v3390,"[(-1, -1)]","(3, 1)","[(-3, -2), (-2, -1)]",4454
"[(0, -1), (-1, 0), (-1, -3), (-1, -2)]",v3391,"[(0, -1), (-1, 0)]","(22, -47)",[],4455
"[(-4, -1), (-3, -1), (-2, -1), (-1, -1), (-2, -3), (-1, -3), (-1, -2), (-3, -2), (-1, 0)]",v3392,"[(-1, 0)]","(24, -19)","[(2, -3), (-5, 1), (-3, 1), (-4, 3), (-4, 1), (1, -4), (1, -3), (-5, 2), (1, -2), (-3, 2)]",4456
[],v3394,[],"(1, 0)","[(2, -1), (-1, -1)]",4457
[],v3395,[],"(1, 0)","[(5, -1), (-5, -1), (-7, -1), (-4, -1), (-3, -2), (-1, -1), (2, -1), (-2, -1), (3, -1), (6, -1), (-3, -1), (-6, -1), (3, -2), (-5, -2), (-1, -2), (1, -2), (4, -1)]",4458
"[(2, -3), (2, -1), (3, -2), (4, -1), (-1, -4), (-1, -3), (3, -1), (1, -4), (-1, -2), (1, -3), (1, -2), (-2, -3)]",v3397,[],"(42, 5)","[(-4, -1), (-3, -2), (-2, -1), (-3, -1)]",4459
