L_space_fillings,name,census_knot,finite_fillings,longitude,non_L_space_fillings,thurston_norm,id
"[(1, 0)]",v2888,'K7_107',"[(1, 0)]","(14, 1)","[(5, -1), (5, -2), (-5, -1), (-4, -1), (-3, -1), (2, -1), (-1, -3), (-3, -2), (3, -1), (3, -2), (4, -3), (-2, -1), (4, -1)]",13,4004
"[(-1, 0)]",v2889,False,"[(-1, 0)]","(20, -3)","[(5, -1), (3, -2), (-5, -1), (-7, -1), (-4, -1), (-3, -2), (1, -1), (2, -1), (-1, -2), (3, -1), (6, -1), (-3, -1), (-6, -1), (-7, 1), (-5, -2), (-2, -1), (0, -1), (1, -2), (4, -1)]",9,4005
"[(3, -1), (3, 1), (2, -1), (2, -3), (2, 1), (3, -2), (1, -4), (1, -3), (1, 0), (0, -1), (4, 1), (4, -1)]",v2891,False,"[(1, 0), (0, -1)]","(52, 45)","[(3, 2), (-2, -3), (-1, -4), (-1, -2), (-1, -3)]",55,4006
"[(-2, -3), (2, 1), (-1, -2), (1, 0)]",v2893,False,"[(1, 0)]","(20, 13)","[(-3, -2), (-4, -3)]",15,4007
"[(-1, 0)]",v2894,'K7_108',"[(-1, 0)]","(12, -1)","[(5, -1), (-7, -1), (2, -1), (3, -1), (6, -1), (4, -1)]",5,4008
"[(0, -1)]",v2895,False,"[(0, -1)]","(71, -40)",[],77,4009
"[(-1, 0)]",v2896,False,"[(-1, 0)]","(6, -1)","[(5, -1), (4, -1), (3, -1), (-7, 1)]",3,4010
"[(3, -1), (-3, -4), (-1, -1), (2, -1), (2, -3), (-1, -3), (-1, -4), (3, -2), (1, -2), (-1, -2), (1, -3), (1, 0), (-2, -3)]",v2897,False,"[(-1, -1), (1, 0)]","(7, 4)","[(3, 1), (-4, -3), (2, 1), (4, 1), (-3, -2)]",7,4011
"[(3, -1), (0, -1), (1, -3), (2, -1), (3, -2), (1, -1), (1, 0), (1, -2)]",v2898,False,"[(0, -1), (1, 0)]","(1, 1)","[(3, 1), (-1, -2), (2, 1)]",1,4012
"[(1, 0)]",v2899,False,"[(1, 0)]","(0, 1)","[(2, -1)]",1,4013
"[(3, -1), (2, -1), (4, -1), (3, -2), (-1, 0)]",v2900,'K7_109',"[(-1, 0)]","(60, -1)",[],45,4014
[],v2901,False,[],"(1, 7)","[(1, -1), (3, 2), (2, 1)]",7,4015
"[(-1, 0)]",v2902,False,"[(-1, 0)]","(23, -14)","[(-2, 1)]",21,4016
"[(1, -3), (-3, -4), (1, -2), (2, -1), (2, -3), (3, -2), (-1, -4), (-1, -3), (3, -1), (-1, -2), (1, 0), (0, -1), (4, -1), (-2, -3)]",v2903,False,"[(1, 0), (0, -1)]","(17, 6)","[(3, 1), (-3, -2), (-5, -2), (-4, -3), (5, 1), (4, 1)]",28,4017
"[(5, -2), (5, -1), (2, -3), (4, -3), (1, -1), (3, -2), (1, -4), (1, -3), (3, -4), (1, 0), (1, -2)]",v2904,False,"[(1, -1), (1, 0)]","(15, 29)","[(-1, -3), (2, 3)]",33,4018
"[(-1, 0), (-1, -3), (-1, -2)]",v2905,False,"[(-1, 0)]","(4, -5)","[(1, -3), (1, -2)]",5,4019
"[(1, -3), (2, -3), (-1, -2), (-1, -3), (-1, -4), (-2, -3), (1, -4), (-1, -1), (0, -1), (1, 0), (1, -2)]",v2906,False,"[(0, -1), (1, 0)]","(71, 36)","[(-3, -2)]",67,4020
"[(-1, -1)]",v2907,False,"[(-1, -1)]","(26, 7)","[(-2, -1)]",29,4021
"[(1, -3), (2, -3), (-1, 0), (-3, -2), (-2, -1), (-1, -3), (1, -4), (-1, -2), (1, -2), (-3, -1), (3, -4)]",v2908,False,"[(-1, 0)]","(31, -24)","[(-2, 1), (-4, 3), (-3, 1), (-4, 1), (-3, 2), (-5, 2)]",29,4022
"[(-4, -1), (-3, -2), (-1, -2), (-1, -1), (-2, -3), (-1, -3), (-5, -1), (-2, -1), (-3, -1), (-1, 0)]",v2909,False,"[(-1, 0)]","(19, -16)","[(-2, 1), (-5, 1), (2, -3), (-3, 1), (-4, 1), (1, -3), (1, -2), (-3, 2)]",19,4023
"[(5, -1), (0, -1), (2, -3), (3, -1), (3, -2), (1, -2), (1, -3), (1, 0), (1, -1), (4, -1)]",v2910,False,"[(1, 0)]","(6, 7)","[(2, 1), (4, 1), (3, 1), (3, 2), (-1, -3), (-1, -2), (-2, -3)]",7,4024
"[(1, 0)]",v2911,False,"[(1, 0)]","(14, 3)","[(5, -1), (-4, -1), (7, 1), (-3, -1), (1, -1), (6, 1), (-2, -1), (-1, -2), (3, -2), (6, -1), (-3, -2), (7, -1), (3, -1), (-1, -1), (5, 1), (1, -2), (4, -1), (0, -1)]",7,4025
"[(-4, -1), (-3, -1), (-2, -1), (-1, -3), (-3, -2), (-2, -3), (-1, -2), (1, 0)]",v2912,False,"[(1, 0)]","(80, 3)",[],47,4026
"[(-1, 0), (-1, -4), (-3, -1), (1, -1), (2, -3), (-1, -3), (-2, -3), (1, -4), (1, -3), (1, -2), (-3, -2), (-4, -1)]",v2913,False,"[(-1, 0), (1, -1)]","(3, -2)","[(-2, 1), (-3, 1), (-4, 1)]",3,4027
"[(3, 2), (4, 1), (3, 1), (2, 1), (4, 3), (1, 0)]",v2914,False,"[(1, 0)]","(2, 7)","[(1, 2), (3, -2), (1, 3), (2, -1), (3, -1), (1, -1), (-1, -4), (2, 3), (1, -3), (3, 4), (1, -2)]",7,4028
"[(-5, -2), (-1, 0), (-5, -1), (-4, -1)]",v2915,False,"[(-1, 0)]","(27, -16)","[(2, -3), (1, -1), (-2, 1), (3, -2), (-3, 1), (-4, 1), (1, -3), (1, -2)]",27,4029
"[(3, 2), (3, 1), (2, 1), (-1, -4), (-1, -3), (4, 3), (-1, -2), (0, -1), (1, 0), (4, 1), (1, 1)]",v2916,False,"[(0, -1), (1, 0), (1, 1)]","(64, 71)","[(-3, -4), (-2, -3)]",59,4030
"[(3, -1), (2, -3), (2, -1), (3, -2), (1, -2), (1, -3), (1, 0), (4, -1)]",v2917,False,"[(1, 0)]","(29, 16)","[(-4, -3), (4, 1), (3, 1), (-3, -2), (-2, -3), (-1, -3), (5, 1), (5, 2)]",31,4031
"[(0, -1), (1, 0), (-2, -1)]",v2918,False,"[(0, -1), (1, 0)]","(9, 1)",[],23,4032
"[(1, 0)]",v2919,False,"[(1, 0)]","(19, 4)","[(5, -1), (0, -1), (-4, -1), (-1, -2), (6, 1), (2, -1), (-1, -1), (6, -1), (-3, -1), (3, -1), (-2, -1), (5, 1), (1, -2), (4, -1)]",9,4033
"[(5, -1), (0, -1), (-3, -2), (-1, -1), (2, -1), (-1, -2), (3, -2), (6, -1), (-3, -1), (3, -1), (-5, -2), (-2, -1), (1, 0), (1, -2), (4, -1)]",v2920,False,"[(1, 0)]","(9, 2)","[(-4, -1)]",8,4034
"[(-4, -1), (-3, -1), (2, -1), (3, -2), (3, -1), (-2, -1), (0, -1), (4, -1)]",v2922,False,"[(0, -1)]","(1, 0)",[],7,4035
"[(4, -3), (5, -1), (2, -3), (2, -1), (-1, -2), (-2, -3), (-1, -3), (3, -2), (3, -1), (1, -4), (-1, -1), (1, -3), (1, 0), (1, -2), (4, -1)]",v2923,False,"[(1, 0)]","(30, 7)","[(-4, -1), (-3, -1), (-2, -1), (-3, -2)]",23,4036
"[(5, -1), (2, -3), (-4, -1), (-3, -2), (-2, -1), (2, -1), (-1, -1), (3, -1), (-3, -1), (-1, -3), (3, -2), (-5, -1), (-1, -2), (1, -3), (1, 0), (1, -2), (4, -1), (-2, -3)]",v2925,'K7_110',"[(1, 0)]","(38, 1)",[],23,4037
"[(-1, 0)]",v2926,False,"[(-1, 0)]","(1, -1)","[(-3, -1), (-3, -2), (-5, -1), (-2, -1), (-4, -1)]",1,4038
"[(1, -2), (3, -1), (3, -2), (1, -1), (4, -1)]",v2927,False,[],"(1, 1)",[],1,4039
"[(1, 0), (-1, -1), (-2, -3), (-1, -3), (-1, -2)]",v2928,False,"[(1, 0)]","(65, 12)",[],57,4040
"[(-1, 1), (-3, -1), (-2, -3), (-3, 1), (-4, 1), (-1, -3), (-4, 3), (-3, -2), (-3, 2)]",v2929,False,"[(-1, 1)]","(17, -42)","[(-2, 3), (-1, 2), (1, -4), (1, -3), (-3, 4)]",41,4041
"[(5, -2), (5, -1), (2, -3), (-4, -1), (-3, -1), (-2, -1), (2, -1), (-1, 0), (-1, -1), (-1, -3), (4, -3), (-3, -2), (-2, -3), (3, -2), (3, -4), (3, -1), (1, -4), (-1, -2), (1, -3), (4, -1), (0, -1)]",v2930,'K7_111',"[(-1, 0), (0, -1)]","(79, -1)",[],59,4042
"[(3, 1), (-1, -1), (2, 1), (-2, -3), (-1, -2), (0, -1), (1, 0), (4, 1)]",v2931,False,"[(-1, -1), (0, -1), (1, 0)]","(76, 59)","[(3, 2), (4, 3)]",65,4043
"[(3, -1), (1, -2), (2, -1), (2, -3), (3, -2), (1, -4), (1, -3), (1, 0), (4, -1)]",v2932,False,"[(1, 0)]","(9, 10)","[(3, 2), (3, 1), (-1, -3), (-1, -4), (-2, -3), (-1, -2), (4, 1), (2, 1)]",13,4044
"[(-1, 0), (-4, -3), (-1, -3), (-1, -4), (-2, -3), (-1, -2), (-3, -2)]",v2933,False,"[(-1, 0)]","(12, -7)",[],13,4045
"[(4, -3), (2, -3), (3, -1), (3, -4), (3, -2), (0, -1), (4, -1)]",v2934,False,"[(0, -1)]","(1, 0)","[(-3, -1)]",5,4046
"[(-1, 0), (-1, -4), (-3, -2), (-2, -3), (-2, -1), (-3, -1), (-4, -1)]",v2935,False,"[(-1, 0)]","(14, -13)","[(2, -3), (-2, 1), (-3, 1), (-4, 1), (1, -4), (-3, 2)]",23,4047
[],v2936,False,[],"(3, 2)",[],5,4048
"[(2, -3), (-1, 0), (1, -3), (1, -2)]",v2937,False,"[(-1, 0)]","(66, -31)","[(2, -1), (3, -2), (-3, 1), (-4, 1)]",57,4049
"[(-2, 1), (-1, 0), (-1, -4), (-3, 2), (-1, 1), (-1, -3), (-3, 1), (-4, 1), (0, -1)]",v2938,False,"[(-1, 0), (0, -1)]","(11, -18)","[(-2, 3), (1, -4), (1, -3), (1, -2)]",17,4050
"[(2, -3), (-4, -1), (-3, -2), (1, -2), (-1, 0), (-1, -2), (-1, -4), (-1, -3), (1, -4), (-2, -1), (1, -3), (-3, -1), (-2, -3)]",v2939,False,"[(-1, 0)]","(34, -5)","[(2, -1), (3, -2), (3, -1), (4, -1)]",29,4051
"[(-1, 0), (0, -1)]",v2940,False,"[(-1, 0), (0, -1)]","(37, -10)","[(2, -1), (3, -1), (-4, 1), (3, -2)]",33,4052
"[(3, -1), (2, -3), (1, -2), (2, -1), (3, -2), (1, -4), (1, -3), (1, 0), (4, -1)]",v2941,False,"[(1, 0)]","(9, 10)","[(3, 1), (3, 2), (-1, -4), (-1, -3), (2, 1), (-1, -2), (4, 1), (-2, -3)]",13,4053
"[(4, -3), (5, -2), (4, 1), (3, 1), (5, -1), (3, 2), (3, -2), (3, -1), (2, 1), (2, -1), (1, 0), (4, -1)]",v2944,False,"[(1, 0)]","(0, 1)","[(2, -3), (1, 3), (1, 2), (2, 3), (1, -3), (1, -2)]",2,4054
[],v2946,False,[],"(1, 0)","[(-2, -1), (-1, -1), (1, -1)]",1,4055
[],v2947,False,[],"(1, 0)","[(5, -2), (5, -1), (-4, -1), (-3, -1), (1, -2), (2, -1), (-2, -1), (3, -2), (6, -1), (-3, -2), (7, -1), (-6, -1), (3, -1), (-5, -1), (-1, -1), (1, -1), (4, -1), (-1, -2)]",1,4056
"[(-1, 0)]",v2948,False,"[(-1, 0)]","(6, -1)","[(5, -1), (4, -1), (3, -1)]",3,4057
"[(2, -3), (2, -1), (3, -1), (-1, -4), (-2, -3), (3, -2), (1, -3), (1, 0), (1, -2), (4, -1), (-1, -3)]",v2949,False,"[(1, 0)]","(57, 20)","[(3, 1), (-4, -3), (4, 1), (-5, -2), (5, 1)]",45,4058
"[(3, -2), (5, 2), (3, 1), (3, -1), (5, 1), (1, 0), (4, 1), (4, -1)]",v2950,False,"[(1, 0)]","(22, 31)","[(3, 2), (1, -3), (2, -3), (-2, -3), (-1, -3), (4, 3), (-1, -2)]",53,4059
"[(5, -1), (3, -2), (2, -3), (1, -3), (1, -1), (2, -1), (3, -1), (1, -2), (-1, -3), (-2, -3), (-1, -2), (4, -1)]",v2951,False,[],"(18, 7)","[(3, 1), (-4, -3), (-3, -2), (-5, -2), (5, 1), (4, 1)]",13,4060
"[(3, -2), (2, -3), (3, 1), (5, 1), (2, -1), (5, 2), (3, -1), (4, 1), (1, -3), (1, 0), (1, -2), (4, -1), (2, 1)]",v2953,False,"[(1, 0)]","(37, 31)","[(-1, -2), (3, 2), (-2, -3), (-1, -3), (4, 3), (-1, -1)]",37,4061
[],v2954,False,[],"(5, -7)",[],9,4062
"[(-3, -4), (-4, -1), (-1, -4), (-3, -1), (-1, -3), (-2, -3), (-2, -1), (-4, -3), (-3, -2)]",v2955,False,[],"(21, -10)","[(3, -2), (1, -1), (2, -1), (-3, 1), (1, -3), (1, -2)]",23,4063
"[(-4, -1), (-3, -1), (-1, -2), (-2, -1), (-2, -3), (-1, -3), (-1, -1), (-3, -2), (-1, 0)]",v2956,False,"[(-1, 0)]","(37, -20)","[(4, -3), (2, -3), (3, -2), (-3, 1), (-4, 1), (1, -4), (1, -3)]",37,4064
"[(3, -1), (2, -3), (-4, -1), (-1, -4), (-3, -2), (2, -1), (-2, -1), (3, -2), (-3, -1), (-2, -3), (-1, -3), (-5, -1), (-1, -2), (-4, -3), (1, -3), (1, 0), (1, -2), (4, -1)]",v2957,False,"[(1, 0)]","(14, 1)",[],9,4065
"[(5, -1), (2, -3), (-1, -1), (-1, -2), (3, -2), (-3, -2), (-1, -3), (3, -1), (1, -4), (-2, -1), (1, -3), (1, 0), (4, -1), (-2, -3)]",v2958,False,"[(1, 0)]","(59, 11)","[(-4, -1), (-3, -1)]",45,4066
"[(-3, -4), (-5, -2), (-4, -1), (-3, -1), (-2, -1), (2, -3), (1, -2), (-1, -4), (-1, -3), (-2, -3), (-5, -1), (-1, -2), (-4, -3), (1, -3), (1, -1), (-3, -2)]",v2959,False,[],"(3, -1)","[(2, -1), (3, -2), (-4, 1)]",3,4067
[],v2960,False,[],"(5, -2)","[(2, -3), (-5, 1), (-4, -1), (-3, -2), (1, -2), (2, -1), (3, -2), (-3, 1), (-1, -3), (-6, -1), (-4, 1), (-2, -3), (-5, -2), (-1, -2), (1, -3), (-5, -1), (1, -1), (-3, -1)]",5,4068
"[(0, -1), (1, 0), (1, 1)]",v2961,False,"[(0, -1), (1, 0)]","(44, 79)",[],81,4069
"[(-1, 0)]",v2962,False,"[(-1, 0)]","(17, -9)","[(-2, 1)]",19,4070
"[(-1, 0), (-4, -3), (0, -1), (-2, -3), (-1, -4), (-1, -3), (-1, -2)]",v2963,False,"[(-1, 0), (0, -1)]","(17, -31)","[(-2, 3), (1, -3), (1, -2)]",33,4071
"[(-4, -1), (-2, -1), (-1, 0), (-3, -2), (-1, -4), (-2, -3), (-1, -3), (-1, -2), (-3, -1), (0, -1)]",v2964,False,"[(-1, 0), (0, -1)]","(4, -17)","[(-1, 3), (-2, 1), (-1, 2), (-1, 1), (-1, 4)]",17,4072
"[(3, -2), (2, -3), (2, -1), (3, -1), (1, -3), (1, 0), (1, -2), (4, -1)]",v2965,False,"[(1, 0)]","(45, 28)","[(3, 1), (-4, -3), (5, 2), (-1, -4), (4, 1), (-1, -3), (5, 1)]",45,4073
"[(-1, -2), (-3, -1), (-1, -1), (-1, -4), (-1, -3), (-2, -3), (-2, -1), (-3, -2), (0, -1)]",v2966,False,"[(0, -1)]","(1, -7)","[(-1, 1), (-1, 3), (-1, 2)]",7,4074
"[(3, -2), (-3, -4), (-1, -4), (2, -1), (2, -3), (3, -1), (-3, -2), (-2, -3), (-2, -1), (-4, -3), (1, 0), (4, -1)]",v2967,False,"[(1, 0)]","(43, 3)","[(-4, -1), (-3, -1)]",37,4075
"[(0, -1), (-5, -1), (-1, 0), (-1, -4), (-4, -3), (-1, -3), (-2, -3), (-5, -2), (-1, -2), (-3, -2), (-4, -1)]",v2968,False,"[(0, -1), (-1, 0)]","(25, -11)","[(2, -3), (1, -2), (2, -1), (3, -2), (-3, 1), (-4, 1), (1, -3), (1, -1)]",27,4076
"[(-5, -1), (-4, -1), (-3, -2), (-1, 0), (-3, -1), (-5, -2), (-2, -1), (-4, -3), (-5, -3)]",v2969,False,"[(-1, 0)]","(7, -17)",[],23,4077
"[(-4, -1), (-3, -1), (-1, -2), (-1, -3), (-1, -4), (-2, -3), (-2, -1), (-3, -2), (-1, 0)]",v2971,False,"[(-1, 0)]","(13, -12)","[(2, -3), (-3, 1), (-2, 1), (-4, 1), (1, -3), (1, -2), (-3, 2)]",13,4078
"[(5, -1), (3, -2), (2, -3), (2, -1), (1, -1), (3, -1), (1, -2), (-1, -3), (-2, -3), (-1, -2), (1, -3), (4, -1)]",v2972,False,[],"(21, 8)","[(-3, -2), (3, 1), (-4, -3), (-5, -2), (5, 1), (4, 1)]",15,4079
[],v2973,False,[],"(19, -15)","[(-2, 1)]",21,4080
"[(1, 0)]",v2974,False,"[(1, 0)]","(1, 2)","[(3, 1), (-1, -3), (1, -2), (2, -1), (2, -3), (3, -1), (1, -1), (2, 3), (2, 1), (1, -3), (1, 1)]",3,4081
"[(-2, -1)]",v2975,False,[],"(2, -9)",[],13,4082
"[(-1, 0)]",v2976,False,"[(-1, 0)]","(27, -11)",[],23,4083
"[(-4, -1), (-3, -2), (3, -1), (-3, -1), (-2, -1), (0, -1), (1, 0), (4, -1)]",v2977,False,"[(0, -1), (1, 0)]","(28, 1)",[],21,4084
"[(3, -2), (-3, -4), (1, -2), (0, -1), (2, -3), (3, -1), (-1, -4), (-1, -3), (-2, -3), (-1, -2), (1, -3), (1, 0), (4, -1)]",v2978,False,"[(0, -1), (1, 0)]","(40, 13)","[(5, 1), (-3, -2), (-5, -2), (-4, -3), (4, 1)]",31,4085
"[(4, -3), (5, -1), (5, -2), (3, -1), (4, -1), (2, -1), (1, 0), (3, -2)]",v2979,False,"[(1, 0)]","(1, 7)","[(2, -3), (1, 2), (1, -2), (3, 2), (2, 1)]",9,4086
"[(0, -1), (1, 0)]",v2980,False,"[(0, -1), (1, 0)]","(89, 4)",[],81,4087
[],v2981,False,[],"(29, 3)","[(-2, -1)]",31,4088
"[(-1, 0), (0, -1)]",v2982,False,"[(-1, 0), (0, -1)]","(38, -11)","[(2, -1), (3, -2), (-4, 1), (3, -1)]",33,4089
"[(-4, 1), (-2, 1), (-4, -1), (-1, -4), (-3, -1), (0, -1), (-3, -4), (-1, -3), (-3, 1), (-2, -3), (-4, -3), (-3, -2), (-1, 0)]",v2983,False,"[(0, -1), (-1, 0)]","(53, -45)","[(-3, 2), (1, -4), (2, -3), (1, -3), (1, -2)]",59,4090
"[(-1, 0)]",v2984,False,"[(-1, 0)]","(1, -3)","[(-3, -2), (-2, -1), (-1, 1), (-2, -3), (-1, -2), (0, -1), (-3, -1)]",5,4091
"[(1, -4), (0, -1), (1, -3), (1, 0), (1, 1)]",v2985,False,"[(0, -1), (1, 0)]","(13, 44)","[(1, 2), (1, 3), (-1, -4), (2, 3)]",41,4092
"[(1, 0)]",v2986,False,"[(1, 0)]","(1, 2)","[(3, 1), (1, 1), (1, -1), (2, 1)]",5,4093
"[(4, -3), (3, -2), (3, 2), (4, 1), (1, -3), (1, -2), (2, -3), (3, -1), (1, -4), (3, -4), (1, -1), (4, -1)]",v2987,False,"[(1, -1)]","(31, 58)","[(2, 3), (-1, -3), (-1, -2)]",67,4094
"[(-2, 1), (-5, 1), (-3, -2), (-4, -1), (-3, -1), (-1, -2), (-4, 3), (-3, 1), (-2, -3), (-4, 1), (-1, -3), (-2, -1), (-5, 2), (-3, 2), (-1, 0)]",v2988,False,"[(-1, 0)]","(24, -43)","[(-2, 3), (1, -4), (1, -3), (-3, 4), (1, -2)]",41,4095
"[(-1, 0)]",v2989,False,"[(-1, 0)]","(45, -23)","[(-3, 1), (-2, 1)]",39,4096
"[(-2, -1)]",v2990,False,[],"(3, -11)",[],15,4097
"[(-1, 0), (-2, -3), (-1, -1)]",v2991,False,"[(-1, 0), (-1, -1)]","(81, -16)",[],71,4098
"[(4, -3), (1, -3), (2, -3), (-1, 0), (-3, -2), (-1, -3), (3, -4), (-2, -3), (1, -4), (-1, -2), (0, -1), (1, -2), (-4, -1)]",v2993,False,"[(-1, 0), (0, -1)]","(83, -14)",[],77,4099
"[(5, -1), (2, -3), (-1, -2), (-1, -3), (-2, -3), (1, -3), (1, 0), (4, -1)]",v2994,False,"[(1, 0)]","(60, 23)","[(-3, -2), (3, 1), (-2, -1), (4, 1)]",53,4100
"[(2, -3), (-1, 0), (-3, -2), (2, -1), (-1, -3), (-3, -1), (3, -2), (-2, -3), (-5, -1), (1, -3), (1, -2), (-4, -1)]",v2995,False,"[(-1, 0)]","(55, -7)","[(5, -1), (3, -1), (4, -1)]",41,4101
"[(3, -1), (2, -1), (2, -3), (3, -2), (1, -3), (1, 0), (1, -2), (4, -1)]",v2996,False,"[(1, 0)]","(11, 12)","[(3, 2), (3, 1), (4, 1), (-1, -3), (-2, -3), (-1, -2), (2, 1)]",17,4102
"[(0, -1), (-4, -1), (-3, -1), (-1, -1), (-1, -2), (-2, -3), (-1, -3), (-2, -1), (-3, -2), (-1, 0)]",v2997,False,"[(0, -1), (-1, 0)]","(1, -1)","[(-3, 1)]",1,4103
"[(1, 0)]",v2998,False,"[(1, 0)]","(0, 1)","[(2, 1), (1, 1)]",1,4104
"[(3, -1), (3, 2), (4, 1), (3, 1), (3, -2), (4, 3), (5, 1), (1, 0), (5, 2), (4, -1)]",v2999,False,"[(1, 0)]","(2, 47)","[(2, 3), (1, 4)]",67,4105
"[(4, -3), (1, -3), (2, -3), (-2, -3), (3, -4), (-1, -3), (1, -4), (-1, -2), (0, -1), (1, 0), (1, -2)]",v3000,False,"[(0, -1), (1, 0)]","(79, 2)","[(-3, -2)]",77,4106
"[(-3, -4), (-4, -1), (-1, -4), (-3, -2), (-2, -1), (-1, -3), (-2, -3), (-1, -2), (-4, -3), (-3, -1), (-1, 0)]",v3001,False,"[(-1, 0)]","(10, -13)","[(-2, 1), (2, -3), (-1, 1), (-3, 1), (-4, 1), (1, -3), (1, -2), (-3, 2)]",21,4107
"[(1, -3), (1, 0), (0, -1)]",v3002,False,"[(1, 0), (0, -1)]","(83, 16)",[],73,4108
"[(2, -1), (1, -1), (3, -1)]",v3003,False,[],"(1, 1)",[],1,4109
"[(-1, 0)]",v3004,False,"[(-1, 0)]","(1, -1)","[(-3, -1), (-2, -1)]",1,4110
"[(2, -3), (-4, -1), (-1, -4), (-3, -1), (-3, -2), (-2, -3), (1, -4), (-2, -1), (1, -3), (1, -2)]",v3005,False,[],"(7, -1)","[(3, -2), (2, -1), (3, -1), (4, -1)]",7,4111
"[(-2, 1), (-1, 0), (2, -3), (-3, 1), (1, -3), (1, -2)]",v3006,False,"[(-1, 0)]","(79, -59)","[(4, -3), (-3, 2)]",69,4112
[],v3007,False,[],"(2, -1)","[(-3, -1), (1, -2), (3, -2), (-3, 1), (-1, -3), (-1, -2), (1, -3), (1, -1), (-3, -2)]",3,4113
"[(-1, 0)]",v3008,False,"[(-1, 0)]","(3, -1)","[(-5, 1), (-6, 1), (2, -1), (-2, -1), (-4, 1), (1, -1)]",3,4114
"[(1, 0)]",v3009,False,"[(1, 0)]","(1, 1)","[(5, -1), (3, -1), (3, 2), (2, -1), (4, 1), (6, 1), (3, 1), (5, 2), (2, 1), (6, -1), (-2, -3), (3, -2), (-1, -2), (5, 1), (1, -2), (4, -1), (-1, -3)]",3,4115
"[(2, -3), (-4, -1), (-3, -2), (-1, -2), (-1, -3), (-2, -3), (-2, -1), (1, -3), (1, -2), (-3, -1), (-1, 0)]",v3010,False,"[(-1, 0)]","(14, -5)","[(4, -3), (-5, 1), (2, -1), (3, -2), (-3, 1), (-4, 1)]",11,4116
"[(-2, -1), (-3, -1), (-5, -2), (-3, -2)]",v3011,False,[],"(2, -7)","[(-2, 1), (-3, 1), (-2, 3), (-1, 2), (-1, 3), (-2, -3), (-3, 2), (-1, -3), (-1, -2)]",9,4117
"[(3, -1), (2, -3), (2, -1), (1, -3), (-3, -4), (3, -2), (-1, -4), (-2, -3), (-1, -3), (-1, -2), (0, -1), (1, 0), (1, -2), (4, -1)]",v3012,False,"[(0, -1), (1, 0)]","(61, 32)","[(-3, -2), (4, 1), (3, 1), (-4, -3)]",51,4118
"[(3, -2), (2, -3), (2, -1), (3, -1), (1, -3), (1, 0), (1, -2), (4, -1)]",v3013,False,"[(1, 0)]","(36, 23)","[(3, 1), (-4, -3), (4, 1), (5, 2), (-2, -3), (-1, -3), (5, 1)]",39,4119
"[(-3, -4), (-4, -1), (-3, 1), (-3, -2), (-1, -2), (-2, 1), (-1, -3), (-1, -4), (-2, -3), (-1, -1), (-4, -3), (-3, -1)]",v3014,False,"[(-1, -1)]","(41, -48)","[(2, -3), (-3, 2), (1, -3), (1, -2)]",61,4120
"[(-3, -4), (-4, -1), (-1, -4), (-3, -1), (-2, -1), (-1, -3), (-2, -3), (-1, -2), (-4, -3), (0, -1), (-3, -2)]",v3015,False,"[(0, -1)]","(19, -9)","[(1, -3), (2, -1), (2, -3), (3, -2), (-3, 1), (-4, 1), (1, -2)]",23,4121
"[(2, -3), (-5, -2), (-1, 0), (1, -3), (-4, -3), (1, -1), (2, -1), (3, -2), (-1, -4), (-2, -3), (-1, -3), (-5, -1), (-1, -2), (0, -1), (1, -2), (-4, -1)]",v3016,False,"[(-1, 0), (0, -1)]","(79, -9)","[(3, -1), (4, -1)]",71,4122
"[(-1, 0), (-3, -1), (-2, -3), (-3, -2), (-5, -1), (-1, -2), (-3, -4), (-5, -2), (-4, -3), (-1, -3), (-5, -3), (-4, -1), (-1, -4), (0, -1)]",v3017,False,"[(-1, 0), (0, -1)]","(17, -12)","[(1, -2), (-2, 1), (1, -1), (-3, 2), (1, -3), (2, -3), (-3, 1), (-4, 1)]",25,4123
"[(1, 0)]",v3019,False,"[(1, 0)]","(5, 2)","[(5, -1), (2, -3), (3, 1), (-4, -3), (4, 1), (2, -1), (3, -2), (-2, -3), (3, -1), (1, -1), (5, 1), (1, -3), (1, -2), (4, -1), (-1, -3)]",8,4124
"[(-1, 0)]",v3020,False,"[(-1, 0)]","(79, -27)",[],89,4125
"[(4, -3), (3, 2), (4, 1), (2, -3), (3, -2), (3, -1), (1, -4), (1, -3), (3, -4), (1, 0), (1, -2), (4, -1)]",v3022,False,"[(1, 0)]","(29, 59)","[(1, 2), (2, 3), (-1, -3)]",69,4126
"[(1, -3), (2, -3), (1, -2), (1, 0), (0, -1)]",v3023,False,"[(1, 0), (0, -1)]","(76, 41)",[],77,4127
"[(-1, 0)]",v3024,False,"[(-1, 0)]","(2, -1)",[],5,4128
"[(3, -1), (2, -3), (-1, -4), (2, -1), (3, -2), (-2, -3), (1, -4), (1, 0), (4, -1)]",v3025,False,"[(1, 0)]","(43, 11)","[(-3, -1), (-3, -2), (-2, -1), (4, 1)]",39,4129
"[(-5, 1), (-1, 0), (-3, -2), (-2, -3), (-3, 1), (-4, 1), (-5, 2), (-3, -1), (-4, -1)]",v3026,False,"[(-1, 0)]","(53, -44)","[(2, -3), (-3, 2), (-4, 3), (1, -4), (1, -3)]",67,4130
